sample size and proportion,classifier,metric,precision,recall,f1-score,support
1000_2080,nb_tfidf,1,0.834394904,1,0.909722222,131
1000_2080,nb_tfidf,accuracy,0.8375,0.8375,0.8375,0.8375
1000_2080,nb_tfidf,macro avg,0.917197452,0.551724138,0.548611111,160
1000_2080,nb_tfidf,weighted avg,0.864410828,0.8375,0.778819444,160
1000_2080,rf_tfidf,0,0,0,0,29
1000_2080,rf_tfidf,1,0.81875,1,0.900343643,131
1000_2080,rf_tfidf,accuracy,0.81875,0.81875,0.81875,0.81875
1000_2080,rf_tfidf,macro avg,0.409375,0.5,0.450171821,160
1000_2080,rf_tfidf,weighted avg,0.670351562,0.81875,0.737156357,160
1000_2080,dt_tfidf,0,0.342857143,0.413793103,0.375,29
1000_2080,dt_tfidf,1,0.864,0.824427481,0.84375,131
1000_2080,dt_tfidf,accuracy,0.75,0.75,0.75,0.75
1000_2080,dt_tfidf,macro avg,0.603428571,0.619110292,0.609375,160
1000_2080,dt_tfidf,weighted avg,0.769542857,0.75,0.758789063,160
1000_2080,svc_tfidf,0,1,0.137931034,0.242424242,29
1000_2080,svc_tfidf,1,0.83974359,1,0.912891986,131
1000_2080,svc_tfidf,accuracy,0.84375,0.84375,0.84375,0.84375
1000_2080,svc_tfidf,macro avg,0.919871795,0.568965517,0.577658114,160
1000_2080,svc_tfidf,weighted avg,0.868790064,0.84375,0.791369708,160
1000_2080,lsvc_tfidf,0,0.777777778,0.24137931,0.368421053,29
1000_2080,lsvc_tfidf,1,0.854304636,0.984732824,0.914893617,131
1000_2080,lsvc_tfidf,accuracy,0.85,0.85,0.85,0.85
1000_2080,lsvc_tfidf,macro avg,0.816041207,0.613056067,0.641657335,160
1000_2080,lsvc_tfidf,weighted avg,0.840434143,0.85,0.815845465,160
1000_2080,sgd_tfidf,0,0.625,0.344827586,0.444444444,29
1000_2080,sgd_tfidf,1,0.868055556,0.954198473,0.909090909,131
1000_2080,sgd_tfidf,accuracy,0.84375,0.84375,0.84375,0.84375
1000_2080,sgd_tfidf,macro avg,0.746527778,0.64951303,0.676767677,160
1000_2080,sgd_tfidf,weighted avg,0.824001736,0.84375,0.824873737,160
1000_2080,knn_tfidf,0,0.615384615,0.275862069,0.380952381,29
1000_2080,knn_tfidf,1,0.857142857,0.961832061,0.90647482,131
1000_2080,knn_tfidf,accuracy,0.8375,0.8375,0.8375,0.8375
1000_2080,knn_tfidf,macro avg,0.736263736,0.618847065,0.643713601,160
1000_2080,knn_tfidf,weighted avg,0.813324176,0.8375,0.811223878,160
1000_2080,lr_w2v,0,0.333333333,0.034482759,0.0625,29
1000_2080,lr_w2v,1,0.821656051,0.984732824,0.895833333,131
1000_2080,lr_w2v,accuracy,0.8125,0.8125,0.8125,0.8125
1000_2080,lr_w2v,macro avg,0.577494692,0.509607792,0.479166667,160
1000_2080,lr_w2v,weighted avg,0.733147558,0.8125,0.744791667,160
1000_3070,lr_tfidf,0,0.571428571,0.266666667,0.363636364,45
1000_3070,lr_tfidf,1,0.762589928,0.92173913,0.834645669,115
1000_3070,lr_tfidf,accuracy,0.7375,0.7375,0.7375,0.7375
1000_3070,lr_tfidf,macro avg,0.66700925,0.594202899,0.599141016,160
1000_3070,lr_tfidf,weighted avg,0.708825797,0.7375,0.702174302,160
1000_3070,nb_tfidf,0,1,0.177777778,0.301886792,45
1000_3070,nb_tfidf,1,0.756578947,1,0.861423221,115
1000_3070,nb_tfidf,accuracy,0.76875,0.76875,0.76875,0.76875
1000_3070,nb_tfidf,macro avg,0.878289474,0.588888889,0.581655007,160
1000_3070,nb_tfidf,weighted avg,0.825041118,0.76875,0.7040536,160
1000_3070,rf_tfidf,0,1,0.088888889,0.163265306,45
1000_3070,rf_tfidf,1,0.737179487,1,0.848708487,115
1000_3070,rf_tfidf,accuracy,0.74375,0.74375,0.74375,0.74375
1000_3070,rf_tfidf,macro avg,0.868589744,0.544444444,0.505986897,160
1000_3070,rf_tfidf,weighted avg,0.811097756,0.74375,0.655927592,160
1000_3070,dt_tfidf,0,0.355555556,0.355555556,0.355555556,45
1000_3070,dt_tfidf,1,0.747826087,0.747826087,0.747826087,115
1000_3070,dt_tfidf,accuracy,0.6375,0.6375,0.6375,0.6375
1000_3070,dt_tfidf,macro avg,0.551690821,0.551690821,0.551690821,160
1000_3070,dt_tfidf,weighted avg,0.6375,0.6375,0.6375,160
1000_3070,svc_tfidf,0,1,0.2,0.333333333,45
1000_3070,svc_tfidf,1,0.761589404,1,0.864661654,115
1000_3070,svc_tfidf,accuracy,0.775,0.775,0.775,0.775
1000_3070,svc_tfidf,macro avg,0.880794702,0.6,0.598997494,160
1000_3070,svc_tfidf,weighted avg,0.828642384,0.775,0.715225564,160
1000_3070,lsvc_tfidf,0,0.541666667,0.288888889,0.376811594,45
1000_3070,lsvc_tfidf,1,0.764705882,0.904347826,0.828685259,115
1000_3070,lsvc_tfidf,accuracy,0.73125,0.73125,0.73125,0.73125
1000_3070,lsvc_tfidf,macro avg,0.653186275,0.596618357,0.602748427,160
1000_3070,lsvc_tfidf,weighted avg,0.701976103,0.73125,0.701595791,160
1000_3070,sgd_tfidf,0,0.424242424,0.311111111,0.358974359,45
1000_3070,sgd_tfidf,1,0.755905512,0.834782609,0.79338843,115
1000_3070,sgd_tfidf,accuracy,0.6875,0.6875,0.6875,0.6875
1000_3070,sgd_tfidf,macro avg,0.590073968,0.57294686,0.576181394,160
1000_3070,sgd_tfidf,weighted avg,0.662625268,0.6875,0.671209472,160
1000_3070,knn_tfidf,0,0.419354839,0.288888889,0.342105263,45
1000_3070,knn_tfidf,1,0.751937984,0.843478261,0.795081967,115
1000_3070,knn_tfidf,accuracy,0.6875,0.6875,0.6875,0.6875
1000_3070,knn_tfidf,macro avg,0.585646412,0.566183575,0.568593615,160
1000_3070,knn_tfidf,weighted avg,0.658398975,0.6875,0.667682269,160
1000_3070,lr_w2v,0,0.5,0.066666667,0.117647059,45
1000_3070,lr_w2v,1,0.727272727,0.973913043,0.832713755,115
1000_3070,lr_w2v,accuracy,0.71875,0.71875,0.71875,0.71875
1000_3070,lr_w2v,macro avg,0.613636364,0.520289855,0.475180407,160
1000_3070,lr_w2v,weighted avg,0.663352273,0.71875,0.631601246,160
1000_4060,lr_tfidf,0,0.657894737,0.396825397,0.495049505,63
1000_4060,lr_tfidf,1,0.68852459,0.865979381,0.767123288,97
1000_4060,lr_tfidf,accuracy,0.68125,0.68125,0.68125,0.68125
1000_4060,lr_tfidf,macro avg,0.673209664,0.631402389,0.631086396,160
1000_4060,lr_tfidf,weighted avg,0.676464085,0.68125,0.659994236,160
1000_4060,nb_tfidf,0,1,0.174603175,0.297297297,63
1000_4060,nb_tfidf,1,0.651006711,1,0.788617886,97
1000_4060,nb_tfidf,accuracy,0.675,0.675,0.675,0.675
1000_4060,nb_tfidf,macro avg,0.825503356,0.587301587,0.542957592,160
1000_4060,nb_tfidf,weighted avg,0.788422819,0.675,0.595160404,160
1000_4060,rf_tfidf,0,1,0.142857143,0.25,63
1000_4060,rf_tfidf,1,0.642384106,1,0.782258065,97
1000_4060,rf_tfidf,accuracy,0.6625,0.6625,0.6625,0.6625
1000_4060,rf_tfidf,macro avg,0.821192053,0.571428571,0.516129032,160
1000_4060,rf_tfidf,weighted avg,0.783195364,0.6625,0.572681452,160
1000_4060,dt_tfidf,0,0.578947368,0.523809524,0.55,63
1000_4060,dt_tfidf,1,0.708737864,0.75257732,0.73,97
1000_4060,dt_tfidf,accuracy,0.6625,0.6625,0.6625,0.6625
1000_4060,dt_tfidf,macro avg,0.643842616,0.638193422,0.64,160
1000_4060,dt_tfidf,weighted avg,0.657632856,0.6625,0.659125,160
1000_4060,svc_tfidf,0,0.846153846,0.174603175,0.289473684,63
1000_4060,svc_tfidf,1,0.646258503,0.979381443,0.778688525,97
1000_4060,svc_tfidf,accuracy,0.6625,0.6625,0.6625,0.6625
1000_4060,svc_tfidf,macro avg,0.746206175,0.576992309,0.534081104,160
1000_4060,svc_tfidf,weighted avg,0.724967295,0.6625,0.586060181,160
1000_4060,lsvc_tfidf,0,0.648648649,0.380952381,0.48,63
1000_4060,lsvc_tfidf,1,0.682926829,0.865979381,0.763636364,97
1000_4060,lsvc_tfidf,accuracy,0.675,0.675,0.675,0.675
1000_4060,lsvc_tfidf,macro avg,0.665787739,0.623465881,0.621818182,160
1000_4060,lsvc_tfidf,weighted avg,0.669429796,0.675,0.651954545,160
1000_4060,sgd_tfidf,0,0.625,0.476190476,0.540540541,63
1000_4060,sgd_tfidf,1,0.705357143,0.81443299,0.755980861,97
1000_4060,sgd_tfidf,accuracy,0.68125,0.68125,0.68125,0.68125
1000_4060,sgd_tfidf,macro avg,0.665178571,0.645311733,0.648260701,160
1000_4060,sgd_tfidf,weighted avg,0.673716518,0.68125,0.671151235,160
1000_4060,knn_tfidf,0,0.512195122,0.333333333,0.403846154,63
1000_4060,knn_tfidf,1,0.647058824,0.793814433,0.712962963,97
1000_4060,knn_tfidf,accuracy,0.6125,0.6125,0.6125,0.6125
1000_4060,knn_tfidf,macro avg,0.579626973,0.563573883,0.558404558,160
1000_4060,knn_tfidf,weighted avg,0.593956241,0.6125,0.591248219,160
1000_4060,lr_w2v,0,0.56097561,0.365079365,0.442307692,63
1000_4060,lr_w2v,1,0.663865546,0.81443299,0.731481481,97
1000_4060,lr_w2v,accuracy,0.6375,0.6375,0.6375,0.6375
1000_4060,lr_w2v,macro avg,0.612420578,0.589756177,0.586894587,160
1000_4060,lr_w2v,weighted avg,0.623352634,0.6375,0.617619302,160
1000_5050,lr_tfidf,0,0.617283951,0.694444444,0.653594771,72
1000_5050,lr_tfidf,1,0.721518987,0.647727273,0.682634731,88
1000_5050,lr_tfidf,accuracy,0.66875,0.66875,0.66875,0.66875
1000_5050,lr_tfidf,macro avg,0.669401469,0.671085859,0.668114751,160
1000_5050,lr_tfidf,weighted avg,0.674613221,0.66875,0.669566749,160
1000_5050,nb_tfidf,0,0.68115942,0.652777778,0.666666667,72
1000_5050,nb_tfidf,1,0.725274725,0.75,0.737430168,88
1000_5050,nb_tfidf,accuracy,0.70625,0.70625,0.70625,0.70625
1000_5050,nb_tfidf,macro avg,0.703217073,0.701388889,0.702048417,160
1000_5050,nb_tfidf,weighted avg,0.705422838,0.70625,0.705586592,160
1000_5050,rf_tfidf,0,0.683333333,0.569444444,0.621212121,72
1000_5050,rf_tfidf,1,0.69,0.784090909,0.734042553,88
1000_5050,rf_tfidf,accuracy,0.6875,0.6875,0.6875,0.6875
1000_5050,rf_tfidf,macro avg,0.686666667,0.676767677,0.677627337,160
1000_5050,rf_tfidf,weighted avg,0.687,0.6875,0.683268859,160
1000_5050,dt_tfidf,0,0.539473684,0.569444444,0.554054054,72
1000_5050,dt_tfidf,1,0.630952381,0.602272727,0.61627907,88
1000_5050,dt_tfidf,accuracy,0.5875,0.5875,0.5875,0.5875
1000_5050,dt_tfidf,macro avg,0.585213033,0.585858586,0.585166562,160
1000_5050,dt_tfidf,weighted avg,0.589786967,0.5875,0.588277813,160
1000_5050,svc_tfidf,0,0.635135135,0.652777778,0.643835616,72
1000_5050,svc_tfidf,1,0.709302326,0.693181818,0.701149425,88
1000_5050,svc_tfidf,accuracy,0.675,0.675,0.675,0.675
1000_5050,svc_tfidf,macro avg,0.67221873,0.672979798,0.672492521,160
1000_5050,svc_tfidf,weighted avg,0.67592709,0.675,0.675358211,160
1000_5050,lsvc_tfidf,0,0.607142857,0.708333333,0.653846154,72
1000_5050,lsvc_tfidf,1,0.723684211,0.625,0.670731707,88
1000_5050,lsvc_tfidf,accuracy,0.6625,0.6625,0.6625,0.6625
1000_5050,lsvc_tfidf,macro avg,0.665413534,0.666666667,0.662288931,160
1000_5050,lsvc_tfidf,weighted avg,0.671240602,0.6625,0.663133208,160
1000_5050,sgd_tfidf,0,0.595238095,0.694444444,0.641025641,72
1000_5050,sgd_tfidf,1,0.710526316,0.613636364,0.658536585,88
1000_5050,sgd_tfidf,accuracy,0.65,0.65,0.65,0.65
1000_5050,sgd_tfidf,macro avg,0.652882206,0.654040404,0.649781113,160
1000_5050,sgd_tfidf,weighted avg,0.658646617,0.65,0.65065666,160
1000_5050,knn_tfidf,0,0.626666667,0.652777778,0.639455782,72
1000_5050,knn_tfidf,1,0.705882353,0.681818182,0.693641618,88
1000_5050,knn_tfidf,accuracy,0.66875,0.66875,0.66875,0.66875
1000_5050,knn_tfidf,macro avg,0.66627451,0.66729798,0.6665487,160
1000_5050,knn_tfidf,weighted avg,0.670235294,0.66875,0.669257992,160
1000_5050,lr_w2v,0,0.625,0.625,0.625,72
1000_5050,lr_w2v,1,0.693181818,0.693181818,0.693181818,88
1000_5050,lr_w2v,accuracy,0.6625,0.6625,0.6625,0.6625
1000_5050,lr_w2v,macro avg,0.659090909,0.659090909,0.659090909,160
1000_5050,lr_w2v,weighted avg,0.6625,0.6625,0.6625,160
2000_1090,lr_tfidf,0,0.75,0.176470588,0.285714286,34
2000_1090,lr_tfidf,1,0.91025641,0.993006993,0.949832776,286
2000_1090,lr_tfidf,accuracy,0.90625,0.90625,0.90625,0.90625
2000_1090,lr_tfidf,macro avg,0.830128205,0.584738791,0.617773531,320
2000_1090,lr_tfidf,weighted avg,0.893229167,0.90625,0.879270186,320
2000_1090,nb_tfidf,0,1,0.029411765,0.057142857,34
2000_1090,nb_tfidf,1,0.896551724,1,0.945454545,286
2000_1090,nb_tfidf,accuracy,0.896875,0.896875,0.896875,0.896875
2000_1090,nb_tfidf,macro avg,0.948275862,0.514705882,0.501298701,320
2000_1090,nb_tfidf,weighted avg,0.907543103,0.896875,0.851071429,320
2000_1090,rf_tfidf,0,0,0,0,34
2000_1090,rf_tfidf,1,0.89375,1,0.943894389,286
2000_1090,rf_tfidf,accuracy,0.89375,0.89375,0.89375,0.89375
2000_1090,rf_tfidf,macro avg,0.446875,0.5,0.471947195,320
2000_1090,rf_tfidf,weighted avg,0.798789063,0.89375,0.843605611,320
2000_1090,dt_tfidf,0,0.288888889,0.382352941,0.329113924,34
2000_1090,dt_tfidf,1,0.923636364,0.888111888,0.905525847,286
2000_1090,dt_tfidf,accuracy,0.834375,0.834375,0.834375,0.834375
2000_1090,dt_tfidf,macro avg,0.606262626,0.635232415,0.617319885,320
2000_1090,dt_tfidf,weighted avg,0.856194444,0.834375,0.84428208,320
2000_1090,svc_tfidf,0,1,0.117647059,0.210526316,34
2000_1090,svc_tfidf,1,0.905063291,1,0.950166113,286
2000_1090,svc_tfidf,accuracy,0.90625,0.90625,0.90625,0.90625
2000_1090,svc_tfidf,macro avg,0.952531646,0.558823529,0.580346214,320
2000_1090,svc_tfidf,weighted avg,0.915150316,0.90625,0.871579385,320
2000_1090,lsvc_tfidf,0,0.75,0.176470588,0.285714286,34
2000_1090,lsvc_tfidf,1,0.91025641,0.993006993,0.949832776,286
2000_1090,lsvc_tfidf,accuracy,0.90625,0.90625,0.90625,0.90625
2000_1090,lsvc_tfidf,macro avg,0.830128205,0.584738791,0.617773531,320
2000_1090,lsvc_tfidf,weighted avg,0.893229167,0.90625,0.879270186,320
2000_1090,sgd_tfidf,0,0.538461538,0.205882353,0.29787234,34
2000_1090,sgd_tfidf,1,0.912052117,0.979020979,0.944350759,286
2000_1090,sgd_tfidf,accuracy,0.896875,0.896875,0.896875,0.896875
2000_1090,sgd_tfidf,macro avg,0.725256828,0.592451666,0.62111155,320
2000_1090,sgd_tfidf,weighted avg,0.872358118,0.896875,0.875662427,320
2000_1090,knn_tfidf,0,0.666666667,0.176470588,0.279069767,34
2000_1090,knn_tfidf,1,0.909967846,0.98951049,0.948073702,286
2000_1090,knn_tfidf,accuracy,0.903125,0.903125,0.903125,0.903125
2000_1090,knn_tfidf,macro avg,0.788317256,0.582990539,0.613571735,320
2000_1090,knn_tfidf,weighted avg,0.884117095,0.903125,0.876992034,320
2000_1090,lr_w2v,0,0,0,0,34
2000_1090,lr_w2v,1,0.89375,1,0.943894389,286
2000_1090,lr_w2v,accuracy,0.89375,0.89375,0.89375,0.89375
2000_1090,lr_w2v,macro avg,0.446875,0.5,0.471947195,320
2000_1090,lr_w2v,weighted avg,0.798789063,0.89375,0.843605611,320
2000_2080,lr_tfidf,0,0.866666667,0.371428571,0.52,70
2000_2080,lr_tfidf,1,0.848275862,0.984,0.911111111,250
2000_2080,lr_tfidf,accuracy,0.85,0.85,0.85,0.85
2000_2080,lr_tfidf,macro avg,0.857471264,0.677714286,0.715555556,320
2000_2080,lr_tfidf,weighted avg,0.852298851,0.85,0.825555556,320
2000_2080,nb_tfidf,0,1,0.257142857,0.409090909,70
2000_2080,nb_tfidf,1,0.82781457,1,0.905797101,250
2000_2080,nb_tfidf,accuracy,0.8375,0.8375,0.8375,0.8375
2000_2080,nb_tfidf,macro avg,0.913907285,0.628571429,0.657444005,320
2000_2080,nb_tfidf,weighted avg,0.865480132,0.8375,0.797142622,320
2000_2080,rf_tfidf,0,1,0.1,0.181818182,70
2000_2080,rf_tfidf,1,0.798722045,1,0.888099467,250
2000_2080,rf_tfidf,accuracy,0.803125,0.803125,0.803125,0.803125
2000_2080,rf_tfidf,macro avg,0.899361022,0.55,0.534958824,320
2000_2080,rf_tfidf,weighted avg,0.842751597,0.803125,0.733600436,320
2000_2080,dt_tfidf,0,0.478873239,0.485714286,0.482269504,70
2000_2080,dt_tfidf,1,0.855421687,0.852,0.853707415,250
2000_2080,dt_tfidf,accuracy,0.771875,0.771875,0.771875,0.771875
2000_2080,dt_tfidf,macro avg,0.667147463,0.668857143,0.667988459,320
2000_2080,dt_tfidf,weighted avg,0.773051714,0.771875,0.772455372,320
2000_2080,svc_tfidf,0,1,0.314285714,0.47826087,70
2000_2080,svc_tfidf,1,0.838926174,1,0.912408759,250
2000_2080,svc_tfidf,accuracy,0.85,0.85,0.85,0.85
2000_2080,svc_tfidf,macro avg,0.919463087,0.657142857,0.695334814,320
2000_2080,svc_tfidf,weighted avg,0.874161074,0.85,0.817438908,320
2000_2080,lsvc_tfidf,0,0.896551724,0.371428571,0.525252525,70
2000_2080,lsvc_tfidf,1,0.848797251,0.988,0.913123845,250
2000_2080,lsvc_tfidf,accuracy,0.853125,0.853125,0.853125,0.853125
2000_2080,lsvc_tfidf,macro avg,0.872674487,0.679714286,0.719188185,320
2000_2080,lsvc_tfidf,weighted avg,0.859243542,0.853125,0.828276994,320
2000_2080,sgd_tfidf,0,0.775,0.442857143,0.563636364,70
2000_2080,sgd_tfidf,1,0.860714286,0.964,0.909433962,250
2000_2080,sgd_tfidf,accuracy,0.85,0.85,0.85,0.85
2000_2080,sgd_tfidf,macro avg,0.817857143,0.703428571,0.736535163,320
2000_2080,sgd_tfidf,weighted avg,0.841964286,0.85,0.833790738,320
2000_2080,knn_tfidf,0,0.771428571,0.385714286,0.514285714,70
2000_2080,knn_tfidf,1,0.849122807,0.968,0.904672897,250
2000_2080,knn_tfidf,accuracy,0.840625,0.840625,0.840625,0.840625
2000_2080,knn_tfidf,macro avg,0.810275689,0.676857143,0.709479306,320
2000_2080,knn_tfidf,weighted avg,0.832127193,0.840625,0.819275701,320
2000_2080,lr_w2v,0,0.846153846,0.157142857,0.265060241,70
2000_2080,lr_w2v,1,0.80781759,0.992,0.89048474,250
2000_2080,lr_w2v,accuracy,0.809375,0.809375,0.809375,0.809375
2000_2080,lr_w2v,macro avg,0.826985718,0.574571429,0.57777249,320
2000_2080,lr_w2v,weighted avg,0.816203646,0.809375,0.753673131,320
2000_3070,lr_tfidf,0,0.609756098,0.320512821,0.420168067,78
2000_3070,lr_tfidf,1,0.810035842,0.933884298,0.86756238,242
2000_3070,lr_tfidf,accuracy,0.784375,0.784375,0.784375,0.784375
2000_3070,lr_tfidf,macro avg,0.70989597,0.627198559,0.643865224,320
2000_3070,lr_tfidf,weighted avg,0.761217655,0.784375,0.758510016,320
2000_3070,nb_tfidf,0,1,0.217948718,0.357894737,78
2000_3070,nb_tfidf,1,0.798679868,1,0.888073394,242
2000_3070,nb_tfidf,accuracy,0.809375,0.809375,0.809375,0.809375
2000_3070,nb_tfidf,macro avg,0.899339934,0.608974359,0.622984066,320
2000_3070,nb_tfidf,weighted avg,0.84775165,0.809375,0.758842347,320
2000_3070,rf_tfidf,0,1,0.128205128,0.227272727,78
2000_3070,rf_tfidf,1,0.780645161,1,0.876811594,242
2000_3070,rf_tfidf,accuracy,0.7875,0.7875,0.7875,0.7875
2000_3070,rf_tfidf,macro avg,0.890322581,0.564102564,0.552042161,320
2000_3070,rf_tfidf,weighted avg,0.834112903,0.7875,0.718486495,320
2000_3070,dt_tfidf,0,0.450549451,0.525641026,0.485207101,78
2000_3070,dt_tfidf,1,0.838427948,0.79338843,0.815286624,242
2000_3070,dt_tfidf,accuracy,0.728125,0.728125,0.728125,0.728125
2000_3070,dt_tfidf,macro avg,0.644488699,0.659514728,0.650246862,320
2000_3070,dt_tfidf,weighted avg,0.743882564,0.728125,0.73482974,320
2000_3070,svc_tfidf,0,1,0.269230769,0.424242424,78
2000_3070,svc_tfidf,1,0.809364548,1,0.894639556,242
2000_3070,svc_tfidf,accuracy,0.821875,0.821875,0.821875,0.821875
2000_3070,svc_tfidf,macro avg,0.904682274,0.634615385,0.65944099,320
2000_3070,svc_tfidf,weighted avg,0.85583194,0.821875,0.779980255,320
2000_3070,lsvc_tfidf,0,0.609756098,0.320512821,0.420168067,78
2000_3070,lsvc_tfidf,1,0.810035842,0.933884298,0.86756238,242
2000_3070,lsvc_tfidf,accuracy,0.784375,0.784375,0.784375,0.784375
2000_3070,lsvc_tfidf,macro avg,0.70989597,0.627198559,0.643865224,320
2000_3070,lsvc_tfidf,weighted avg,0.761217655,0.784375,0.758510016,320
2000_3070,sgd_tfidf,0,0.55,0.423076923,0.47826087,78
2000_3070,sgd_tfidf,1,0.826923077,0.888429752,0.856573705,242
2000_3070,sgd_tfidf,accuracy,0.775,0.775,0.775,0.775
2000_3070,sgd_tfidf,macro avg,0.688461538,0.655753338,0.667417287,320
2000_3070,sgd_tfidf,weighted avg,0.759423077,0.775,0.764359951,320
2000_3070,knn_tfidf,0,0.491525424,0.371794872,0.423357664,78
2000_3070,knn_tfidf,1,0.812260536,0.876033058,0.842942346,242
2000_3070,knn_tfidf,accuracy,0.753125,0.753125,0.753125,0.753125
2000_3070,knn_tfidf,macro avg,0.65189298,0.623913965,0.633150005,320
2000_3070,knn_tfidf,weighted avg,0.734081353,0.753125,0.74066858,320
2000_3070,lr_w2v,0,0.625,0.256410256,0.363636364,78
2000_3070,lr_w2v,1,0.798611111,0.950413223,0.867924528,242
2000_3070,lr_w2v,accuracy,0.78125,0.78125,0.78125,0.78125
2000_3070,lr_w2v,macro avg,0.711805556,0.60341174,0.615780446,320
2000_3070,lr_w2v,weighted avg,0.756293403,0.78125,0.745004288,320
2000_4060,lr_tfidf,0,0.778947368,0.536231884,0.635193133,138
2000_4060,lr_tfidf,1,0.715555556,0.884615385,0.791154791,182
2000_4060,lr_tfidf,accuracy,0.734375,0.734375,0.734375,0.734375
2000_4060,lr_tfidf,macro avg,0.747251462,0.710423634,0.713173962,320
2000_4060,lr_tfidf,weighted avg,0.742893275,0.734375,0.723896326,320
2000_4060,nb_tfidf,0,0.947368421,0.391304348,0.553846154,138
2000_4060,nb_tfidf,1,0.680608365,0.983516484,0.804494382,182
2000_4060,nb_tfidf,accuracy,0.728125,0.728125,0.728125,0.728125
2000_4060,nb_tfidf,macro avg,0.813988393,0.687410416,0.679170268,320
2000_4060,nb_tfidf,weighted avg,0.795648639,0.728125,0.696402334,320
2000_4060,rf_tfidf,0,1,0.282608696,0.440677966,138
2000_4060,rf_tfidf,1,0.647686833,1,0.786177106,182
2000_4060,rf_tfidf,accuracy,0.690625,0.690625,0.690625,0.690625
2000_4060,rf_tfidf,macro avg,0.823843416,0.641304348,0.613427536,320
2000_4060,rf_tfidf,weighted avg,0.799621886,0.690625,0.637180602,320
2000_4060,dt_tfidf,0,0.583333333,0.557971014,0.57037037,138
2000_4060,dt_tfidf,1,0.675531915,0.697802198,0.686486486,182
2000_4060,dt_tfidf,accuracy,0.6375,0.6375,0.6375,0.6375
2000_4060,dt_tfidf,macro avg,0.629432624,0.627886606,0.628428428,320
2000_4060,dt_tfidf,weighted avg,0.635771277,0.6375,0.636411411,320
2000_4060,svc_tfidf,0,0.918032787,0.405797101,0.56281407,138
2000_4060,svc_tfidf,1,0.683397683,0.972527473,0.802721088,182
2000_4060,svc_tfidf,accuracy,0.728125,0.728125,0.728125,0.728125
2000_4060,svc_tfidf,macro avg,0.800715235,0.689162287,0.682767579,320
2000_4060,svc_tfidf,weighted avg,0.784584072,0.728125,0.699261187,320
2000_4060,lsvc_tfidf,0,0.791666667,0.550724638,0.64957265,138
2000_4060,lsvc_tfidf,1,0.723214286,0.89010989,0.798029557,182
2000_4060,lsvc_tfidf,accuracy,0.74375,0.74375,0.74375,0.74375
2000_4060,lsvc_tfidf,macro avg,0.757440476,0.720417264,0.723801103,320
2000_4060,lsvc_tfidf,weighted avg,0.752734375,0.74375,0.734007515,320
2000_4060,sgd_tfidf,0,0.742857143,0.565217391,0.641975309,138
2000_4060,sgd_tfidf,1,0.720930233,0.851648352,0.780856423,182
2000_4060,sgd_tfidf,accuracy,0.728125,0.728125,0.728125,0.728125
2000_4060,sgd_tfidf,macro avg,0.731893688,0.708432871,0.711415866,320
2000_4060,sgd_tfidf,weighted avg,0.730386213,0.728125,0.720963943,320
2000_4060,knn_tfidf,0,0.711864407,0.608695652,0.65625,138
2000_4060,knn_tfidf,1,0.732673267,0.813186813,0.770833333,182
2000_4060,knn_tfidf,accuracy,0.725,0.725,0.725,0.725
2000_4060,knn_tfidf,macro avg,0.722268837,0.710941233,0.713541667,320
2000_4060,knn_tfidf,weighted avg,0.723699446,0.725,0.721419271,320
2000_4060,lr_w2v,0,0.703703704,0.413043478,0.520547945,138
2000_4060,lr_w2v,1,0.661087866,0.868131868,0.750593824,182
2000_4060,lr_w2v,accuracy,0.671875,0.671875,0.671875,0.671875
2000_4060,lr_w2v,macro avg,0.682395785,0.640587673,0.635570885,320
2000_4060,lr_w2v,weighted avg,0.679465946,0.671875,0.651386539,320
2000_5050,lr_tfidf,0,0.662162162,0.640522876,0.651162791,153
2000_5050,lr_tfidf,1,0.680232558,0.700598802,0.690265487,167
2000_5050,lr_tfidf,accuracy,0.671875,0.671875,0.671875,0.671875
2000_5050,lr_tfidf,macro avg,0.67119736,0.670560839,0.670714139,320
2000_5050,lr_tfidf,weighted avg,0.67159265,0.671875,0.67156951,320
2000_5050,nb_tfidf,0,0.644628099,0.509803922,0.569343066,153
2000_5050,nb_tfidf,1,0.623115578,0.74251497,0.677595628,167
2000_5050,nb_tfidf,accuracy,0.63125,0.63125,0.63125,0.63125
2000_5050,nb_tfidf,macro avg,0.633871839,0.626159446,0.623469347,320
2000_5050,nb_tfidf,weighted avg,0.633401252,0.63125,0.625837372,320
2000_5050,rf_tfidf,0,0.666666667,0.431372549,0.523809524,153
2000_5050,rf_tfidf,1,0.606334842,0.80239521,0.690721649,167
2000_5050,rf_tfidf,accuracy,0.625,0.625,0.625,0.625
2000_5050,rf_tfidf,macro avg,0.636500754,0.616883879,0.607265587,320
2000_5050,rf_tfidf,weighted avg,0.635180995,0.625,0.610916789,320
2000_5050,dt_tfidf,0,0.636363636,0.68627451,0.660377358,153
2000_5050,dt_tfidf,1,0.690322581,0.640718563,0.664596273,167
2000_5050,dt_tfidf,accuracy,0.6625,0.6625,0.6625,0.6625
2000_5050,dt_tfidf,macro avg,0.663343109,0.663496536,0.662486816,320
2000_5050,dt_tfidf,weighted avg,0.66452346,0.6625,0.662579105,320
2000_5050,svc_tfidf,0,0.652777778,0.614379085,0.632996633,153
2000_5050,svc_tfidf,1,0.664772727,0.700598802,0.682215743,167
